Id,ChannelType,Address,Attributes.PreferredChannel,User.UserId,User.UserAttributes.FirstName
myendpointid70000,EMAIL,example70000@example.com,Yes,70000,Joe
myendpointid70001,EMAIL,example70001@example.com,Yes,70001,Jane
myendpointid70002,EMAIL,example70002@example.com,Yes,70002,Joe
myendpointid70003,EMAIL,example70003@example.com,Yes,70003,Jane
myendpointid70004,EMAIL,example70004@example.com,Yes,70004,Joe
myendpointid70005,EMAIL,example70005@example.com,Yes,70005,Jane
myendpointid70006,EMAIL,example70006@example.com,Yes,70006,Joe
myendpointid70007,EMAIL,example70007@example.com,Yes,70007,Jane
myendpointid70008,EMAIL,example70008@example.com,Yes,70008,Joe
myendpointid70009,EMAIL,example70009@example.com,Yes,70009,Jane
myendpointid70010,EMAIL,example70010@example.com,Yes,70010,Joe
myendpointid70011,EMAIL,example70011@example.com,Yes,70011,Jane
myendpointid70012,EMAIL,example70012@example.com,Yes,70012,Joe
myendpointid70013,EMAIL,example70013@example.com,Yes,70013,Jane
myendpointid70014,EMAIL,example70014@example.com,Yes,70014,Joe
myendpointid70015,EMAIL,example70015@example.com,Yes,70015,Jane
myendpointid70016,EMAIL,example70016@example.com,Yes,70016,Joe
myendpointid70017,EMAIL,example70017@example.com,Yes,70017,Jane
myendpointid70018,EMAIL,example70018@example.com,Yes,70018,Joe
myendpointid70019,EMAIL,example70019@example.com,Yes,70019,Jane
myendpointid70020,EMAIL,example70020@example.com,Yes,70020,Joe
myendpointid70021,EMAIL,example70021@example.com,Yes,70021,Jane
myendpointid70022,EMAIL,example70022@example.com,Yes,70022,Joe
myendpointid70023,EMAIL,example70023@example.com,Yes,70023,Jane
myendpointid70024,EMAIL,example70024@example.com,Yes,70024,Joe
myendpointid70025,EMAIL,example70025@example.com,Yes,70025,Jane
myendpointid70026,EMAIL,example70026@example.com,Yes,70026,Joe
myendpointid70027,EMAIL,example70027@example.com,Yes,70027,Jane
myendpointid70028,EMAIL,example70028@example.com,Yes,70028,Joe
myendpointid70029,EMAIL,example70029@example.com,Yes,70029,Jane
myendpointid70030,EMAIL,example70030@example.com,Yes,70030,Joe
myendpointid70031,EMAIL,example70031@example.com,Yes,70031,Jane
myendpointid70032,EMAIL,example70032@example.com,Yes,70032,Joe
myendpointid70033,EMAIL,example70033@example.com,Yes,70033,Jane
myendpointid70034,EMAIL,example70034@example.com,Yes,70034,Joe
myendpointid70035,EMAIL,example70035@example.com,Yes,70035,Jane
myendpointid70036,EMAIL,example70036@example.com,Yes,70036,Joe
myendpointid70037,EMAIL,example70037@example.com,Yes,70037,Jane
myendpointid70038,EMAIL,example70038@example.com,Yes,70038,Joe
myendpointid70039,EMAIL,example70039@example.com,Yes,70039,Jane
myendpointid70040,EMAIL,example70040@example.com,Yes,70040,Joe
myendpointid70041,EMAIL,example70041@example.com,Yes,70041,Jane
myendpointid70042,EMAIL,example70042@example.com,Yes,70042,Joe
myendpointid70043,EMAIL,example70043@example.com,Yes,70043,Jane
myendpointid70044,EMAIL,example70044@example.com,Yes,70044,Joe
myendpointid70045,EMAIL,example70045@example.com,Yes,70045,Jane
myendpointid70046,EMAIL,example70046@example.com,Yes,70046,Joe
myendpointid70047,EMAIL,example70047@example.com,Yes,70047,Jane
myendpointid70048,EMAIL,example70048@example.com,Yes,70048,Joe
myendpointid70049,EMAIL,example70049@example.com,Yes,70049,Jane
myendpointid70050,EMAIL,example70050@example.com,Yes,70050,Joe
myendpointid70051,EMAIL,example70051@example.com,Yes,70051,Jane
myendpointid70052,EMAIL,example70052@example.com,Yes,70052,Joe
myendpointid70053,EMAIL,example70053@example.com,Yes,70053,Jane
myendpointid70054,EMAIL,example70054@example.com,Yes,70054,Joe
myendpointid70055,EMAIL,example70055@example.com,Yes,70055,Jane
myendpointid70056,EMAIL,example70056@example.com,Yes,70056,Joe
myendpointid70057,EMAIL,example70057@example.com,Yes,70057,Jane
myendpointid70058,EMAIL,example70058@example.com,Yes,70058,Joe
myendpointid70059,EMAIL,example70059@example.com,Yes,70059,Jane
myendpointid70060,EMAIL,example70060@example.com,Yes,70060,Joe
myendpointid70061,EMAIL,example70061@example.com,Yes,70061,Jane
myendpointid70062,EMAIL,example70062@example.com,Yes,70062,Joe
myendpointid70063,EMAIL,example70063@example.com,Yes,70063,Jane
myendpointid70064,EMAIL,example70064@example.com,Yes,70064,Joe
myendpointid70065,EMAIL,example70065@example.com,Yes,70065,Jane
myendpointid70066,EMAIL,example70066@example.com,Yes,70066,Joe
myendpointid70067,EMAIL,example70067@example.com,Yes,70067,Jane
myendpointid70068,EMAIL,example70068@example.com,Yes,70068,Joe
myendpointid70069,EMAIL,example70069@example.com,Yes,70069,Jane
myendpointid70070,EMAIL,example70070@example.com,Yes,70070,Joe
myendpointid70071,EMAIL,example70071@example.com,Yes,70071,Jane
myendpointid70072,EMAIL,example70072@example.com,Yes,70072,Joe
myendpointid70073,EMAIL,example70073@example.com,Yes,70073,Jane
myendpointid70074,EMAIL,example70074@example.com,Yes,70074,Joe
myendpointid70075,EMAIL,example70075@example.com,Yes,70075,Jane
myendpointid70076,EMAIL,example70076@example.com,Yes,70076,Joe
myendpointid70077,EMAIL,example70077@example.com,Yes,70077,Jane
myendpointid70078,EMAIL,example70078@example.com,Yes,70078,Joe
myendpointid70079,EMAIL,example70079@example.com,Yes,70079,Jane
myendpointid70080,EMAIL,example70080@example.com,Yes,70080,Joe
myendpointid70081,EMAIL,example70081@example.com,Yes,70081,Jane
myendpointid70082,EMAIL,example70082@example.com,Yes,70082,Joe
myendpointid70083,EMAIL,example70083@example.com,Yes,70083,Jane
myendpointid70084,EMAIL,example70084@example.com,Yes,70084,Joe
myendpointid70085,EMAIL,example70085@example.com,Yes,70085,Jane
myendpointid70086,EMAIL,example70086@example.com,Yes,70086,Joe
myendpointid70087,EMAIL,example70087@example.com,Yes,70087,Jane
myendpointid70088,EMAIL,example70088@example.com,Yes,70088,Joe
myendpointid70089,EMAIL,example70089@example.com,Yes,70089,Jane
myendpointid70090,EMAIL,example70090@example.com,Yes,70090,Joe
myendpointid70091,EMAIL,example70091@example.com,Yes,70091,Jane
myendpointid70092,EMAIL,example70092@example.com,Yes,70092,Joe
myendpointid70093,EMAIL,example70093@example.com,Yes,70093,Jane
myendpointid70094,EMAIL,example70094@example.com,Yes,70094,Joe
myendpointid70095,EMAIL,example70095@example.com,Yes,70095,Jane
myendpointid70096,EMAIL,example70096@example.com,Yes,70096,Joe
myendpointid70097,EMAIL,example70097@example.com,Yes,70097,Jane
myendpointid70098,EMAIL,example70098@example.com,Yes,70098,Joe
myendpointid70099,EMAIL,example70099@example.com,Yes,70099,Jane
myendpointid70100,EMAIL,example70100@example.com,Yes,70100,Joe
myendpointid70101,EMAIL,example70101@example.com,Yes,70101,Jane
myendpointid70102,EMAIL,example70102@example.com,Yes,70102,Joe
myendpointid70103,EMAIL,example70103@example.com,Yes,70103,Jane
myendpointid70104,EMAIL,example70104@example.com,Yes,70104,Joe
myendpointid70105,EMAIL,example70105@example.com,Yes,70105,Jane
myendpointid70106,EMAIL,example70106@example.com,Yes,70106,Joe
myendpointid70107,EMAIL,example70107@example.com,Yes,70107,Jane
myendpointid70108,EMAIL,example70108@example.com,Yes,70108,Joe
myendpointid70109,EMAIL,example70109@example.com,Yes,70109,Jane
myendpointid70110,EMAIL,example70110@example.com,Yes,70110,Joe
myendpointid70111,EMAIL,example70111@example.com,Yes,70111,Jane
myendpointid70112,EMAIL,example70112@example.com,Yes,70112,Joe
myendpointid70113,EMAIL,example70113@example.com,Yes,70113,Jane
myendpointid70114,EMAIL,example70114@example.com,Yes,70114,Joe
myendpointid70115,EMAIL,example70115@example.com,Yes,70115,Jane
myendpointid70116,EMAIL,example70116@example.com,Yes,70116,Joe
myendpointid70117,EMAIL,example70117@example.com,Yes,70117,Jane
myendpointid70118,EMAIL,example70118@example.com,Yes,70118,Joe
myendpointid70119,EMAIL,example70119@example.com,Yes,70119,Jane
myendpointid70120,EMAIL,example70120@example.com,Yes,70120,Joe
myendpointid70121,EMAIL,example70121@example.com,Yes,70121,Jane
myendpointid70122,EMAIL,example70122@example.com,Yes,70122,Joe
myendpointid70123,EMAIL,example70123@example.com,Yes,70123,Jane
myendpointid70124,EMAIL,example70124@example.com,Yes,70124,Joe
myendpointid70125,EMAIL,example70125@example.com,Yes,70125,Jane
myendpointid70126,EMAIL,example70126@example.com,Yes,70126,Joe
myendpointid70127,EMAIL,example70127@example.com,Yes,70127,Jane
myendpointid70128,EMAIL,example70128@example.com,Yes,70128,Joe
myendpointid70129,EMAIL,example70129@example.com,Yes,70129,Jane
myendpointid70130,EMAIL,example70130@example.com,Yes,70130,Joe
myendpointid70131,EMAIL,example70131@example.com,Yes,70131,Jane
myendpointid70132,EMAIL,example70132@example.com,Yes,70132,Joe
myendpointid70133,EMAIL,example70133@example.com,Yes,70133,Jane
myendpointid70134,EMAIL,example70134@example.com,Yes,70134,Joe
myendpointid70135,EMAIL,example70135@example.com,Yes,70135,Jane
myendpointid70136,EMAIL,example70136@example.com,Yes,70136,Joe
myendpointid70137,EMAIL,example70137@example.com,Yes,70137,Jane
myendpointid70138,EMAIL,example70138@example.com,Yes,70138,Joe
myendpointid70139,EMAIL,example70139@example.com,Yes,70139,Jane
myendpointid70140,EMAIL,example70140@example.com,Yes,70140,Joe
myendpointid70141,EMAIL,example70141@example.com,Yes,70141,Jane
myendpointid70142,EMAIL,example70142@example.com,Yes,70142,Joe
myendpointid70143,EMAIL,example70143@example.com,Yes,70143,Jane
myendpointid70144,EMAIL,example70144@example.com,Yes,70144,Joe
myendpointid70145,EMAIL,example70145@example.com,Yes,70145,Jane
myendpointid70146,EMAIL,example70146@example.com,Yes,70146,Joe
myendpointid70147,EMAIL,example70147@example.com,Yes,70147,Jane
myendpointid70148,EMAIL,example70148@example.com,Yes,70148,Joe
myendpointid70149,EMAIL,example70149@example.com,Yes,70149,Jane
myendpointid70150,EMAIL,example70150@example.com,Yes,70150,Joe
