Id,ChannelType,Address,Attributes.PreferredChannel,User.UserId,User.UserAttributes.FirstName
myendpointid29999,EMAIL,example29999@example.com,Yes,29999,Jane
myendpointid30000,EMAIL,example30000@example.com,Yes,30000,Joe
myendpointid30001,EMAIL,example30001@example.com,Yes,30001,Jane
myendpointid30002,EMAIL,example30002@example.com,Yes,30002,Joe
myendpointid30003,EMAIL,example30003@example.com,Yes,30003,Jane
myendpointid30004,EMAIL,example30004@example.com,Yes,30004,Joe
myendpointid30005,EMAIL,example30005@example.com,Yes,30005,Jane
myendpointid30006,EMAIL,example30006@example.com,Yes,30006,Joe
myendpointid30007,EMAIL,example30007@example.com,Yes,30007,Jane
myendpointid30008,EMAIL,example30008@example.com,Yes,30008,Joe
myendpointid30009,EMAIL,example30009@example.com,Yes,30009,Jane
myendpointid30010,EMAIL,example30010@example.com,Yes,30010,Joe
myendpointid30011,EMAIL,example30011@example.com,Yes,30011,Jane
myendpointid30012,EMAIL,example30012@example.com,Yes,30012,Joe
myendpointid30013,EMAIL,example30013@example.com,Yes,30013,Jane
myendpointid30014,EMAIL,example30014@example.com,Yes,30014,Joe
myendpointid30015,EMAIL,example30015@example.com,Yes,30015,Jane
myendpointid30016,EMAIL,example30016@example.com,Yes,30016,Joe
myendpointid30017,EMAIL,example30017@example.com,Yes,30017,Jane
myendpointid30018,EMAIL,example30018@example.com,Yes,30018,Joe
myendpointid30019,EMAIL,example30019@example.com,Yes,30019,Jane
myendpointid30020,EMAIL,example30020@example.com,Yes,30020,Joe
myendpointid30021,EMAIL,example30021@example.com,Yes,30021,Jane
myendpointid30022,EMAIL,example30022@example.com,Yes,30022,Joe
myendpointid30023,EMAIL,example30023@example.com,Yes,30023,Jane
myendpointid30024,EMAIL,example30024@example.com,Yes,30024,Joe
myendpointid30025,EMAIL,example30025@example.com,Yes,30025,Jane
myendpointid30026,EMAIL,example30026@example.com,Yes,30026,Joe
myendpointid30027,EMAIL,example30027@example.com,Yes,30027,Jane
myendpointid30028,EMAIL,example30028@example.com,Yes,30028,Joe
myendpointid30029,EMAIL,example30029@example.com,Yes,30029,Jane
myendpointid30030,EMAIL,example30030@example.com,Yes,30030,Joe
myendpointid30031,EMAIL,example30031@example.com,Yes,30031,Jane
myendpointid30032,EMAIL,example30032@example.com,Yes,30032,Joe
myendpointid30033,EMAIL,example30033@example.com,Yes,30033,Jane
myendpointid30034,EMAIL,example30034@example.com,Yes,30034,Joe
myendpointid30035,EMAIL,example30035@example.com,Yes,30035,Jane
myendpointid30036,EMAIL,example30036@example.com,Yes,30036,Joe
myendpointid30037,EMAIL,example30037@example.com,Yes,30037,Jane
myendpointid30038,EMAIL,example30038@example.com,Yes,30038,Joe
myendpointid30039,EMAIL,example30039@example.com,Yes,30039,Jane
myendpointid30040,EMAIL,example30040@example.com,Yes,30040,Joe
myendpointid30041,EMAIL,example30041@example.com,Yes,30041,Jane
myendpointid30042,EMAIL,example30042@example.com,Yes,30042,Joe
myendpointid30043,EMAIL,example30043@example.com,Yes,30043,Jane
myendpointid30044,EMAIL,example30044@example.com,Yes,30044,Joe
myendpointid30045,EMAIL,example30045@example.com,Yes,30045,Jane
myendpointid30046,EMAIL,example30046@example.com,Yes,30046,Joe
myendpointid30047,EMAIL,example30047@example.com,Yes,30047,Jane
myendpointid30048,EMAIL,example30048@example.com,Yes,30048,Joe
myendpointid30049,EMAIL,example30049@example.com,Yes,30049,Jane
myendpointid30050,EMAIL,example30050@example.com,Yes,30050,Joe
myendpointid30051,EMAIL,example30051@example.com,Yes,30051,Jane
myendpointid30052,EMAIL,example30052@example.com,Yes,30052,Joe
myendpointid30053,EMAIL,example30053@example.com,Yes,30053,Jane
myendpointid30054,EMAIL,example30054@example.com,Yes,30054,Joe
myendpointid30055,EMAIL,example30055@example.com,Yes,30055,Jane
myendpointid30056,EMAIL,example30056@example.com,Yes,30056,Joe
myendpointid30057,EMAIL,example30057@example.com,Yes,30057,Jane
myendpointid30058,EMAIL,example30058@example.com,Yes,30058,Joe
myendpointid30059,EMAIL,example30059@example.com,Yes,30059,Jane
myendpointid30060,EMAIL,example30060@example.com,Yes,30060,Joe
myendpointid30061,EMAIL,example30061@example.com,Yes,30061,Jane
myendpointid30062,EMAIL,example30062@example.com,Yes,30062,Joe
myendpointid30063,EMAIL,example30063@example.com,Yes,30063,Jane
myendpointid30064,EMAIL,example30064@example.com,Yes,30064,Joe
myendpointid30065,EMAIL,example30065@example.com,Yes,30065,Jane
myendpointid30066,EMAIL,example30066@example.com,Yes,30066,Joe
myendpointid30067,EMAIL,example30067@example.com,Yes,30067,Jane
myendpointid30068,EMAIL,example30068@example.com,Yes,30068,Joe
myendpointid30069,EMAIL,example30069@example.com,Yes,30069,Jane
myendpointid30070,EMAIL,example30070@example.com,Yes,30070,Joe
myendpointid30071,EMAIL,example30071@example.com,Yes,30071,Jane
myendpointid30072,EMAIL,example30072@example.com,Yes,30072,Joe
myendpointid30073,EMAIL,example30073@example.com,Yes,30073,Jane
myendpointid30074,EMAIL,example30074@example.com,Yes,30074,Joe
myendpointid30075,EMAIL,example30075@example.com,Yes,30075,Jane
myendpointid30076,EMAIL,example30076@example.com,Yes,30076,Joe
myendpointid30077,EMAIL,example30077@example.com,Yes,30077,Jane
myendpointid30078,EMAIL,example30078@example.com,Yes,30078,Joe
myendpointid30079,EMAIL,example30079@example.com,Yes,30079,Jane
myendpointid30080,EMAIL,example30080@example.com,Yes,30080,Joe
myendpointid30081,EMAIL,example30081@example.com,Yes,30081,Jane
myendpointid30082,EMAIL,example30082@example.com,Yes,30082,Joe
myendpointid30083,EMAIL,example30083@example.com,Yes,30083,Jane
myendpointid30084,EMAIL,example30084@example.com,Yes,30084,Joe
myendpointid30085,EMAIL,example30085@example.com,Yes,30085,Jane
myendpointid30086,EMAIL,example30086@example.com,Yes,30086,Joe
myendpointid30087,EMAIL,example30087@example.com,Yes,30087,Jane
myendpointid30088,EMAIL,example30088@example.com,Yes,30088,Joe
myendpointid30089,EMAIL,example30089@example.com,Yes,30089,Jane
myendpointid30090,EMAIL,example30090@example.com,Yes,30090,Joe
myendpointid30091,EMAIL,example30091@example.com,Yes,30091,Jane
myendpointid30092,EMAIL,example30092@example.com,Yes,30092,Joe
myendpointid30093,EMAIL,example30093@example.com,Yes,30093,Jane
myendpointid30094,EMAIL,example30094@example.com,Yes,30094,Joe
myendpointid30095,EMAIL,example30095@example.com,Yes,30095,Jane
myendpointid30096,EMAIL,example30096@example.com,Yes,30096,Joe
myendpointid30097,EMAIL,example30097@example.com,Yes,30097,Jane
myendpointid30098,EMAIL,example30098@example.com,Yes,30098,Joe
myendpointid30099,EMAIL,example30099@example.com,Yes,30099,Jane
myendpointid30100,EMAIL,example30100@example.com,Yes,30100,Joe
myendpointid30101,EMAIL,example30101@example.com,Yes,30101,Jane
myendpointid30102,EMAIL,example30102@example.com,Yes,30102,Joe
myendpointid30103,EMAIL,example30103@example.com,Yes,30103,Jane
myendpointid30104,EMAIL,example30104@example.com,Yes,30104,Joe
myendpointid30105,EMAIL,example30105@example.com,Yes,30105,Jane
myendpointid30106,EMAIL,example30106@example.com,Yes,30106,Joe
myendpointid30107,EMAIL,example30107@example.com,Yes,30107,Jane
myendpointid30108,EMAIL,example30108@example.com,Yes,30108,Joe
myendpointid30109,EMAIL,example30109@example.com,Yes,30109,Jane
myendpointid30110,EMAIL,example30110@example.com,Yes,30110,Joe
myendpointid30111,EMAIL,example30111@example.com,Yes,30111,Jane
myendpointid30112,EMAIL,example30112@example.com,Yes,30112,Joe
myendpointid30113,EMAIL,example30113@example.com,Yes,30113,Jane
myendpointid30114,EMAIL,example30114@example.com,Yes,30114,Joe
myendpointid30115,EMAIL,example30115@example.com,Yes,30115,Jane
myendpointid30116,EMAIL,example30116@example.com,Yes,30116,Joe
myendpointid30117,EMAIL,example30117@example.com,Yes,30117,Jane
myendpointid30118,EMAIL,example30118@example.com,Yes,30118,Joe
myendpointid30119,EMAIL,example30119@example.com,Yes,30119,Jane
myendpointid30120,EMAIL,example30120@example.com,Yes,30120,Joe
myendpointid30121,EMAIL,example30121@example.com,Yes,30121,Jane
myendpointid30122,EMAIL,example30122@example.com,Yes,30122,Joe
myendpointid30123,EMAIL,example30123@example.com,Yes,30123,Jane
myendpointid30124,EMAIL,example30124@example.com,Yes,30124,Joe
myendpointid30125,EMAIL,example30125@example.com,Yes,30125,Jane
myendpointid30126,EMAIL,example30126@example.com,Yes,30126,Joe
myendpointid30127,EMAIL,example30127@example.com,Yes,30127,Jane
myendpointid30128,EMAIL,example30128@example.com,Yes,30128,Joe
myendpointid30129,EMAIL,example30129@example.com,Yes,30129,Jane
myendpointid30130,EMAIL,example30130@example.com,Yes,30130,Joe
myendpointid30131,EMAIL,example30131@example.com,Yes,30131,Jane
myendpointid30132,EMAIL,example30132@example.com,Yes,30132,Joe
myendpointid30133,EMAIL,example30133@example.com,Yes,30133,Jane
myendpointid30134,EMAIL,example30134@example.com,Yes,30134,Joe
myendpointid30135,EMAIL,example30135@example.com,Yes,30135,Jane
myendpointid30136,EMAIL,example30136@example.com,Yes,30136,Joe
myendpointid30137,EMAIL,example30137@example.com,Yes,30137,Jane
myendpointid30138,EMAIL,example30138@example.com,Yes,30138,Joe
myendpointid30139,EMAIL,example30139@example.com,Yes,30139,Jane
myendpointid30140,EMAIL,example30140@example.com,Yes,30140,Joe
myendpointid30141,EMAIL,example30141@example.com,Yes,30141,Jane
myendpointid30142,EMAIL,example30142@example.com,Yes,30142,Joe
myendpointid30143,EMAIL,example30143@example.com,Yes,30143,Jane
myendpointid30144,EMAIL,example30144@example.com,Yes,30144,Joe
myendpointid30145,EMAIL,example30145@example.com,Yes,30145,Jane
myendpointid30146,EMAIL,example30146@example.com,Yes,30146,Joe
myendpointid30147,EMAIL,example30147@example.com,Yes,30147,Jane
myendpointid30148,EMAIL,example30148@example.com,Yes,30148,Joe
myendpointid30149,EMAIL,example30149@example.com,Yes,30149,Jane
myendpointid30150,EMAIL,example30150@example.com,Yes,30150,Joe
myendpointid30151,EMAIL,example30151@example.com,Yes,30151,Jane
myendpointid30152,EMAIL,example30152@example.com,Yes,30152,Joe
myendpointid30153,EMAIL,example30153@example.com,Yes,30153,Jane
myendpointid30154,EMAIL,example30154@example.com,Yes,30154,Joe
myendpointid30155,EMAIL,example30155@example.com,Yes,30155,Jane
myendpointid30156,EMAIL,example30156@example.com,Yes,30156,Joe
myendpointid30157,EMAIL,example30157@example.com,Yes,30157,Jane
myendpointid30158,EMAIL,example30158@example.com,Yes,30158,Joe
myendpointid30159,EMAIL,example30159@example.com,Yes,30159,Jane
myendpointid30160,EMAIL,example30160@example.com,Yes,30160,Joe
myendpointid30161,EMAIL,example30161@example.com,Yes,30161,Jane
myendpointid30162,EMAIL,example30162@example.com,Yes,30162,Joe
myendpointid30163,EMAIL,example30163@example.com,Yes,30163,Jane
myendpointid30164,EMAIL,example30164@example.com,Yes,30164,Joe
myendpointid30165,EMAIL,example30165@example.com,Yes,30165,Jane
myendpointid30166,EMAIL,example30166@example.com,Yes,30166,Joe
myendpointid30167,EMAIL,example30167@example.com,Yes,30167,Jane
myendpointid30168,EMAIL,example30168@example.com,Yes,30168,Joe
myendpointid30169,EMAIL,example30169@example.com,Yes,30169,Jane
myendpointid30170,EMAIL,example30170@example.com,Yes,30170,Joe
myendpointid30171,EMAIL,example30171@example.com,Yes,30171,Jane
myendpointid30172,EMAIL,example30172@example.com,Yes,30172,Joe
myendpointid30173,EMAIL,example30173@example.com,Yes,30173,Jane
myendpointid30174,EMAIL,example30174@example.com,Yes,30174,Joe
myendpointid30175,EMAIL,example30175@example.com,Yes,30175,Jane
myendpointid30176,EMAIL,example30176@example.com,Yes,30176,Joe
myendpointid30177,EMAIL,example30177@example.com,Yes,30177,Jane
myendpointid30178,EMAIL,example30178@example.com,Yes,30178,Joe
myendpointid30179,EMAIL,example30179@example.com,Yes,30179,Jane
myendpointid30180,EMAIL,example30180@example.com,Yes,30180,Joe
myendpointid30181,EMAIL,example30181@example.com,Yes,30181,Jane
myendpointid30182,EMAIL,example30182@example.com,Yes,30182,Joe
myendpointid30183,EMAIL,example30183@example.com,Yes,30183,Jane
myendpointid30184,EMAIL,example30184@example.com,Yes,30184,Joe
