Id,ChannelType,Address,Attributes.PreferredChannel,User.UserId,User.UserAttributes.FirstName
myendpointid1,EMAIL,example1@example.com,Yes,1,Jane
myendpointid2,EMAIL,example2@example.com,Yes,2,Joe
myendpointid3,EMAIL,example3@example.com,Yes,3,Jane
myendpointid4,EMAIL,example4@example.com,Yes,4,Joe
myendpointid5,EMAIL,example5@example.com,Yes,5,Jane
myendpointid6,EMAIL,example6@example.com,Yes,6,Joe
myendpointid7,EMAIL,example7@example.com,Yes,7,Jane
myendpointid8,EMAIL,example8@example.com,Yes,8,Joe
myendpointid9,EMAIL,example9@example.com,Yes,9,Jane
myendpointid10,EMAIL,example10@example.com,Yes,10,Joe
myendpointid11,EMAIL,example11@example.com,Yes,11,Jane
myendpointid12,EMAIL,example12@example.com,Yes,12,Joe
myendpointid13,EMAIL,example13@example.com,Yes,13,Jane
myendpointid14,EMAIL,example14@example.com,Yes,14,Joe
myendpointid15,EMAIL,example15@example.com,Yes,15,Jane
myendpointid16,EMAIL,example16@example.com,Yes,16,Joe
myendpointid17,EMAIL,example17@example.com,Yes,17,Jane
myendpointid18,EMAIL,example18@example.com,Yes,18,Joe
myendpointid19,EMAIL,example19@example.com,Yes,19,Jane
myendpointid20,EMAIL,example20@example.com,Yes,20,Joe
myendpointid21,EMAIL,example21@example.com,Yes,21,Jane
myendpointid22,EMAIL,example22@example.com,Yes,22,Joe
myendpointid23,EMAIL,example23@example.com,Yes,23,Jane
myendpointid24,EMAIL,example24@example.com,Yes,24,Joe
myendpointid25,EMAIL,example25@example.com,Yes,25,Jane
myendpointid26,EMAIL,example26@example.com,Yes,26,Joe
myendpointid27,EMAIL,example27@example.com,Yes,27,Jane
myendpointid28,EMAIL,example28@example.com,Yes,28,Joe
myendpointid29,EMAIL,example29@example.com,Yes,29,Jane
myendpointid30,EMAIL,example30@example.com,Yes,30,Joe
myendpointid31,EMAIL,example31@example.com,Yes,31,Jane
myendpointid32,EMAIL,example32@example.com,Yes,32,Joe
myendpointid33,EMAIL,example33@example.com,Yes,33,Jane
myendpointid34,EMAIL,example34@example.com,Yes,34,Joe
myendpointid35,EMAIL,example35@example.com,Yes,35,Jane
myendpointid36,EMAIL,example36@example.com,Yes,36,Joe
myendpointid37,EMAIL,example37@example.com,Yes,37,Jane
myendpointid38,EMAIL,example38@example.com,Yes,38,Joe
myendpointid39,EMAIL,example39@example.com,Yes,39,Jane
myendpointid40,EMAIL,example40@example.com,Yes,40,Joe
myendpointid41,EMAIL,example41@example.com,Yes,41,Jane
myendpointid42,EMAIL,example42@example.com,Yes,42,Joe
myendpointid43,EMAIL,example43@example.com,Yes,43,Jane
myendpointid44,EMAIL,example44@example.com,Yes,44,Joe
myendpointid45,EMAIL,example45@example.com,Yes,45,Jane
myendpointid46,EMAIL,example46@example.com,Yes,46,Joe
myendpointid47,EMAIL,example47@example.com,Yes,47,Jane
myendpointid48,EMAIL,example48@example.com,Yes,48,Joe
myendpointid49,EMAIL,example49@example.com,Yes,49,Jane
myendpointid50,EMAIL,example50@example.com,Yes,50,Joe
myendpointid51,EMAIL,example51@example.com,Yes,51,Jane
myendpointid52,EMAIL,example52@example.com,Yes,52,Joe
myendpointid53,EMAIL,example53@example.com,Yes,53,Jane
myendpointid54,EMAIL,example54@example.com,Yes,54,Joe
myendpointid55,EMAIL,example55@example.com,Yes,55,Jane
myendpointid56,EMAIL,example56@example.com,Yes,56,Joe
myendpointid57,EMAIL,example57@example.com,Yes,57,Jane
myendpointid58,EMAIL,example58@example.com,Yes,58,Joe
