Id,ChannelType,Address,Attributes.PreferredChannel,User.UserId,User.UserAttributes.FirstName
myendpointid10000,EMAIL,example10000@example.com,Yes,10000,Joe
myendpointid10001,EMAIL,example10001@example.com,Yes,10001,Jane
myendpointid10002,EMAIL,example10002@example.com,Yes,10002,Joe
myendpointid10003,EMAIL,example10003@example.com,Yes,10003,Jane
myendpointid10004,EMAIL,example10004@example.com,Yes,10004,Joe
myendpointid10005,EMAIL,example10005@example.com,Yes,10005,Jane
myendpointid10006,EMAIL,example10006@example.com,Yes,10006,Joe
myendpointid10007,EMAIL,example10007@example.com,Yes,10007,Jane
myendpointid10008,EMAIL,example10008@example.com,Yes,10008,Joe
myendpointid10009,EMAIL,example10009@example.com,Yes,10009,Jane
myendpointid10010,EMAIL,example10010@example.com,Yes,10010,Joe
myendpointid10011,EMAIL,example10011@example.com,Yes,10011,Jane
myendpointid10012,EMAIL,example10012@example.com,Yes,10012,Joe
myendpointid10013,EMAIL,example10013@example.com,Yes,10013,Jane
myendpointid10014,EMAIL,example10014@example.com,Yes,10014,Joe
myendpointid10015,EMAIL,example10015@example.com,Yes,10015,Jane
myendpointid10016,EMAIL,example10016@example.com,Yes,10016,Joe
myendpointid10017,EMAIL,example10017@example.com,Yes,10017,Jane
myendpointid10018,EMAIL,example10018@example.com,Yes,10018,Joe
myendpointid10019,EMAIL,example10019@example.com,Yes,10019,Jane
myendpointid10020,EMAIL,example10020@example.com,Yes,10020,Joe
myendpointid10021,EMAIL,example10021@example.com,Yes,10021,Jane
myendpointid10022,EMAIL,example10022@example.com,Yes,10022,Joe
myendpointid10023,EMAIL,example10023@example.com,Yes,10023,Jane
myendpointid10024,EMAIL,example10024@example.com,Yes,10024,Joe
myendpointid10025,EMAIL,example10025@example.com,Yes,10025,Jane
myendpointid10026,EMAIL,example10026@example.com,Yes,10026,Joe
myendpointid10027,EMAIL,example10027@example.com,Yes,10027,Jane
myendpointid10028,EMAIL,example10028@example.com,Yes,10028,Joe
myendpointid10029,EMAIL,example10029@example.com,Yes,10029,Jane
myendpointid10030,EMAIL,example10030@example.com,Yes,10030,Joe
myendpointid10031,EMAIL,example10031@example.com,Yes,10031,Jane
myendpointid10032,EMAIL,example10032@example.com,Yes,10032,Joe
myendpointid10033,EMAIL,example10033@example.com,Yes,10033,Jane
myendpointid10034,EMAIL,example10034@example.com,Yes,10034,Joe
myendpointid10035,EMAIL,example10035@example.com,Yes,10035,Jane
myendpointid10036,EMAIL,example10036@example.com,Yes,10036,Joe
myendpointid10037,EMAIL,example10037@example.com,Yes,10037,Jane
myendpointid10038,EMAIL,example10038@example.com,Yes,10038,Joe
myendpointid10039,EMAIL,example10039@example.com,Yes,10039,Jane
myendpointid10040,EMAIL,example10040@example.com,Yes,10040,Joe
myendpointid10041,EMAIL,example10041@example.com,Yes,10041,Jane
myendpointid10042,EMAIL,example10042@example.com,Yes,10042,Joe
myendpointid10043,EMAIL,example10043@example.com,Yes,10043,Jane
myendpointid10044,EMAIL,example10044@example.com,Yes,10044,Joe
myendpointid10045,EMAIL,example10045@example.com,Yes,10045,Jane
myendpointid10046,EMAIL,example10046@example.com,Yes,10046,Joe
myendpointid10047,EMAIL,example10047@example.com,Yes,10047,Jane
myendpointid10048,EMAIL,example10048@example.com,Yes,10048,Joe
myendpointid10049,EMAIL,example10049@example.com,Yes,10049,Jane
myendpointid10050,EMAIL,example10050@example.com,Yes,10050,Joe
