Id,ChannelType,Address,Attributes.PreferredChannel,User.UserId,User.UserAttributes.FirstName
myendpointid20000,EMAIL,example20000@example.com,Yes,20000,Joe
myendpointid20001,EMAIL,example20001@example.com,Yes,20001,Jane
myendpointid20002,EMAIL,example20002@example.com,Yes,20002,Joe
myendpointid20003,EMAIL,example20003@example.com,Yes,20003,Jane
myendpointid20004,EMAIL,example20004@example.com,Yes,20004,Joe
myendpointid20005,EMAIL,example20005@example.com,Yes,20005,Jane
myendpointid20006,EMAIL,example20006@example.com,Yes,20006,Joe
myendpointid20007,EMAIL,example20007@example.com,Yes,20007,Jane
myendpointid20008,EMAIL,example20008@example.com,Yes,20008,Joe
myendpointid20009,EMAIL,example20009@example.com,Yes,20009,Jane
myendpointid20010,EMAIL,example20010@example.com,Yes,20010,Joe
myendpointid20011,EMAIL,example20011@example.com,Yes,20011,Jane
myendpointid20012,EMAIL,example20012@example.com,Yes,20012,Joe
myendpointid20013,EMAIL,example20013@example.com,Yes,20013,Jane
myendpointid20014,EMAIL,example20014@example.com,Yes,20014,Joe
myendpointid20015,EMAIL,example20015@example.com,Yes,20015,Jane
myendpointid20016,EMAIL,example20016@example.com,Yes,20016,Joe
myendpointid20017,EMAIL,example20017@example.com,Yes,20017,Jane
myendpointid20018,EMAIL,example20018@example.com,Yes,20018,Joe
myendpointid20019,EMAIL,example20019@example.com,Yes,20019,Jane
myendpointid20020,EMAIL,example20020@example.com,Yes,20020,Joe
myendpointid20021,EMAIL,example20021@example.com,Yes,20021,Jane
myendpointid20022,EMAIL,example20022@example.com,Yes,20022,Joe
myendpointid20023,EMAIL,example20023@example.com,Yes,20023,Jane
myendpointid20024,EMAIL,example20024@example.com,Yes,20024,Joe
myendpointid20025,EMAIL,example20025@example.com,Yes,20025,Jane
myendpointid20026,EMAIL,example20026@example.com,Yes,20026,Joe
myendpointid20027,EMAIL,example20027@example.com,Yes,20027,Jane
myendpointid20028,EMAIL,example20028@example.com,Yes,20028,Joe
myendpointid20029,EMAIL,example20029@example.com,Yes,20029,Jane
myendpointid20030,EMAIL,example20030@example.com,Yes,20030,Joe
myendpointid20031,EMAIL,example20031@example.com,Yes,20031,Jane
myendpointid20032,EMAIL,example20032@example.com,Yes,20032,Joe
myendpointid20033,EMAIL,example20033@example.com,Yes,20033,Jane
myendpointid20034,EMAIL,example20034@example.com,Yes,20034,Joe
myendpointid20035,EMAIL,example20035@example.com,Yes,20035,Jane
myendpointid20036,EMAIL,example20036@example.com,Yes,20036,Joe
myendpointid20037,EMAIL,example20037@example.com,Yes,20037,Jane
myendpointid20038,EMAIL,example20038@example.com,Yes,20038,Joe
myendpointid20039,EMAIL,example20039@example.com,Yes,20039,Jane
myendpointid20040,EMAIL,example20040@example.com,Yes,20040,Joe
myendpointid20041,EMAIL,example20041@example.com,Yes,20041,Jane
myendpointid20042,EMAIL,example20042@example.com,Yes,20042,Joe
myendpointid20043,EMAIL,example20043@example.com,Yes,20043,Jane
myendpointid20044,EMAIL,example20044@example.com,Yes,20044,Joe
myendpointid20045,EMAIL,example20045@example.com,Yes,20045,Jane
myendpointid20046,EMAIL,example20046@example.com,Yes,20046,Joe
myendpointid20047,EMAIL,example20047@example.com,Yes,20047,Jane
myendpointid20048,EMAIL,example20048@example.com,Yes,20048,Joe
myendpointid20049,EMAIL,example20049@example.com,Yes,20049,Jane
myendpointid20050,EMAIL,example20050@example.com,Yes,20050,Joe
myendpointid20051,EMAIL,example20051@example.com,Yes,20051,Jane
myendpointid20052,EMAIL,example20052@example.com,Yes,20052,Joe
myendpointid20053,EMAIL,example20053@example.com,Yes,20053,Jane
myendpointid20054,EMAIL,example20054@example.com,Yes,20054,Joe
